sep=;
TÍTULO;AUTOR;AUTOR INSTITUCIONAL;AÑO;EDITOR;REUNIÓN;SIGNATURA;CÓDIGO DOC;ICS;DESCRIPTORES;RESUMEN
"Proceedings";"Marcarino, Piero (ed.");"";"1997";"Levrotto & Bella";"International Measurement Confederation (IMEKO), Budapest, HU. TEMPMEKO '96 / International symposium on temperature and thermal measurement in industry and science, 6. IT. 1996";"FISICA/33/Div.Calor";"";"";"Termometría; Temperatura; Mediciones; Escala de temperatura; Altas temperaturas; Platino; Propiedades termodinámicas; Radiometría; Radiómetros; Criogenia; Congelación; Termómetros; Potasio; Cristales; Agua; Fusión; Celdas; Neón; Deuterio; Bajas temperaturas; Impurezas; Oxígeno; Fase sólida; Transformaciones de fase; Acido benzoico; Resistencia térmica; Ruido; Control de la contaminación; Plata; Calibración; Precisión; Termocuplas; Paladio; Modelos; Prototipos; Ensayos; Estabilidad; Termostatos; Tubos; Calor; Termoelectricidad; Calorímetros; Radiación térmica; Radiadores; Rayos infrarrojos; Simulación; Lámparas de tungsteno; Hornos; Cobre; Pirómetros; Aplicaciones; Fibras ópticas; Emisión; Lasers; Termopilas; Turbinas; Fotodiodos; Silicio; Fotocélulas; Métodos ópticos; Desviación; Fluorescencia; Luminiscencia; Procesamiento de señales; Mediciones acústicas; Errores; Mercurio; Transductores; Propiedades termofísicas; Espectros; Conductores eléctricos; Metales; Fase líquida; Materiales aislantes; Interferometría; Calorimetría; Convertidores eléctricos; Entalpía; Transferencia de calor; Materiales magnéticos; Propiedades magnéticas; Vacío; Difusividad térmica; Aleaciones; Germanio; Galio; Humedad; Higrometría; Incertidumbre; Películas delgadas; Modulación; Sensores; Medidores";""
"Proceedings";"Dubbeldam, Jaco F. (ed.); Groot, Martin J. de (ed.");"";"1999";"NMi Van Swinden Laboratorium";"NMi Van Swinden Laboratorium, Delft, NL // International Measurement Confederation (IMEKO), Budapest, HU. TEMPMEKO '99 / International symposium on temperature and thermal measurement in industry and science, 7. NL. 1999";"FISICA/35/Div.Calor";"";"";"Termometría; Temperatura; Mediciones; Semiconductores; Escala de temperatura; Rayos infrarrojos; Incertidumbre; Normalización; Propiedades termodinámicas; Fusión; Presión; Mercurio; Agua; Celdas; Solubilidad; Vidrios; Calibración; Argón; Hidrógeno; Oxígeno; Plata; Criogenia; Errores; Refrigeradores; Bajas temperaturas; Superconductividad; Galio; Hornos; Estaño; Cinc; Humedad; Congelación; Sensores; Aire; Fluorescencia; Radiación; Termómetros; Calibradores; Líquidos; Sodio; Tubos; Calor; Software; Platino; Resistencia térmica; Termocuplas; Controladores; Ensayos; Estabilidad; Mediciones acústicas; Fibras ópticas; Monitoreo; Llamas; Películas delgadas; Transferencia de calor; Compresión; Expansión; Sólidos; Propiedades termofísicas; Conductividad térmica; Calor específico; Plásticos; Radiación térmica; Filamentos; Lámparas de tungsteno; Cobre; Radiadores; Emisión; Lasers; Absorción; Reflexión; Secadores; Imágenes; Filtración; Metales; Oxidación; Pirometría; Reflectores; Altas temperaturas; Espectros; Niobio; Filtros; Instrumentos de medición; Vidrios ópticos; Detectores; Análisis de Fourier";""
"Proceedings";"Havrilla, K. (ed.); Kemény, T. (ed.");"";"1983";"IMEKO";"International Measurement Confederation (IMEKO), Budapest, HU. Symposium on technical diagnostics, 3. SU. 1983";"FISICA/111/Div.Luminotecnia";"";"";"Diagnóstico; Métodos de ensayo; Equipos de laboratorio; Normalización; Automatización; Microprocesadores; Aplicaciones; Sistemas mecánicos; Ingeniería mecánica; Software; Hardware; Monitoreo; Ingeniería naval; Equipos electrónicos; Automóviles; Locomotoras Diesel; Motores; Vehículos; Ensayos ultrasónicos; Ferrocarriles; Ruedas; Aeronaves; Mantenimiento; Combustibles; Algoritmos; Equipos de control; Mediciones eléctricas; Tratamiento de aguas; Transmisión de datos; Equipos de comunicación; Sistemas lineales; Filtros; Instrumentos de medición; Sistemas no lineales; Máquinas; Multiprocesadores; Equipos médicos; Sistemas computarizados; Controladores; Modelos; Redes de computación; Sistemas digitales; Circuitos híbridos integrados; Circuitos digitales; Representación gráfica; Fallas; Performance; Bombas; Vibraciones; Detección; Caja de cambios; Rotores; Fisuras; Terremotos; Rodamientos; Transductores; Agua subterránea; Minas; Carbón; Turbinas; Centrales térmicas; Centrales nucleares; Señales acústicas; Fricción";""
"Sistema de indicadores de desarrollo sostenible; República Argentina";"";"Secretaría de Ambiente y Desarrollo Sustentable";"2005";"Secretaría de Ambiente y Desarrollo Sustentable";"";"330.34(82)/S446";"";"";"Desarrollo sustentable; Argentina; Desarrollo económico; Política ambiental; Indicadores; Desarrollo social; Pobreza; Población; Condiciones de vida; Necesidades básicas; Situación socioeconómica; Mortalidad infantil; Educación; Distribución del ingreso; Crecimiento demográfico; Medio ambiente; Recursos naturales; Bosques; Hidrocarburos; Recursos hídricos; Erosión; Biomasa; Merluza; Fuentes renovables de energía; Producto bruto interno; Empleo; Indice de precios; Poder político; Sociedad; Política social; Prensa; Consumo; CFC; Emisión; Gases; Efecto invernadero; Dióxido de carbono; Residuos urbanos; Fertilizantes; Pesticidas; Combustibles fósiles; Energía eléctrica; Maderas; Leña; Abastecimiento de agua; Desagües; Enfermedades; Desempleo; Deserción escolar; Jóvenes; Investigación científico técnica; Tecnologías limpias; Certificación; Recursos humanos; Gastos públicos; Consumo de energía; Agua superficial; Datos estadísticos";""
"La vivienda autosuficiente; informe final de misión";"Ortega, Alvaro";"Instituto Provincial de la Vivienda y Urbanismo";"1979";"Secretaría de Estado de Desarrollo Urbano y Vivienda";"";"Construcciones/193 // Vivienda/C7/8257 // 728:696/O771";"";"";"Vivienda; Proyectos arquitectónicos; Desechos orgánicos; Plantas de tratamiento; Digestores; Descomposición; Baños; Pulverización; Destiladores; Agua potable; Equipamiento de cocina; Artefactos; Evaporadores; Calentadores solares; Habitabilidad térmica; Ventilación; Torres de enfriamiento; Planos";""
"Riesgos laborales debidos a la carga térmica";"Durán, Julio C.; Suárez, Juan Manuel";"Facultad de Ingeniería. Instituto de Ingeniería Sanitaria (UBA) // Centro de Investigación de Ingeniería Ambiental (CIIA-INTI)";"1970";"UBA";"";"Construcciones/267 // Construcciones/268 // Construcciones/269 // Seguridad/C1/1335 // 331.45/B928";"";"";"Higiene industrial; Salud ocupacional; Seguridad industrial; Riesgos; Prevención de accidentes; Acción térmica; Temperatura; Calor; Seres humanos; Fisiología; Sistema respiratorio; Transpiración; Condiciones higrotérmicas; Humedad; Saturación; Mediciones; Higrometría; Vapor de agua; Psicrometría; Velocidad; Aire; Termómetros; Anemómetros; Balance térmico; Tolerancia; Control de la temperatura";""
"Manual técnico del uso de madera en la construcción de viviendas";"";"Ministerio de Salud y Acción Social de la Nación. Secretaría de Vivienda y Ordenamiento Ambiental";"1989";"Secretaría de Vivienda y Ordenamiento Ambiental";"";"Construcciones/348 // Maderas/C2/730 // 69:728:691.11/A691";"";"";"Construcciones; Maderas; Materiales de construcción; Procesamiento de la madera; Secado; Estabilización; Preservantes de maderas; Protección; Cálculo de dimensiones; Estructuras; Aserrado; Especies forestales; Propiedades físicas; Propiedades mecánicas; Clasificación; Defectos de los materiales; Seguridad; Simbología; Uniones; Corrosión; Habitabilidad; Aislación hidrófuga; Aislación térmica; Aislación sonora; Durabilidad; Mantenimiento; Reparación; Fundaciones; Pisos; Muros exteriores; Carpintería; Techos; Instalaciones; Instalaciones sanitarias; Agua; Desagües; Líquidos cloacales; Instalaciones eléctricas";""
"Guidance on the use of rainwater tanks";"Cunliffe, David A.";"National Environmental Health Forum";"1998";"Public and Environmental Health Service";"";"628.1.037/C972";"";"";"Agua de lluvia; Tanques; Almacenamiento; Materiales de construcción; Aceros; Hormigones; Fibras de vidrio; Plásticos; Volumen; Seguridad; Instalaciones; Mantenimiento; Reparación; Captación del agua; Limpieza; Desinfección; Cloración; Filtros; Insectos; Salud pública";""
"Parámetros físicos, carga orgánica y nutrientes";"Castro de Esparza, María Luisa";"Centro Panamericano de Ingeniería Sanitaria y Ciencias del Ambiente (CEPIS)";"1995";"CEPIS";"";"628.1/.3/C355";"";"";"Agua; Calidad; Propiedades físicas; PH; Temperatura; Turbidez; Color; Sólidos; Olor; Sabor; Agua potable; Aguas residuales; Oxígeno; Mediciones; Celdas electroquímicas; Contaminación del agua; Contaminantes orgánicos; Indicadores; Demanda bioquímica de oxígeno; Demanda química de oxígeno; Nutrientes; Nitrógeno; Fósforo";""
"SODIS: desinfección solar del agua; guía de aplicación";"Meierhofer, Regula; Wegelin, Martin";" (EAWAG/SANDEC) // Fundación SODIS //  (UNICEF)";"2003";"Aguasan";"";"628.166/M511";"";"";"Agua; Desinfección; Tratamiento de aguas; Purificación del agua; Radiación solar; Energía solar; Calidad; Abastecimiento de agua; Agentes patógenos; Rayos ultravioleta; Temperatura; Clima; Turbidez; Oxígeno; Recipientes; Botellas; Salud; Capacitación; Comunidad";""
"Conceptos básicos de la contaminación del agua y parámetros de medición";"Barba Ho, Luz Edith";"Universidad del Valle. Escuela de Recursos Naturales y del Ambiente. Area Académica Ingeniería Sanitaria y Ambiental";"2002";"Universidad del Valle";"";"628.1/.3/B228";"";"";"Contaminación del agua; Agua; Propiedades físicas; Propiedades químicas; Recursos hídricos; Agua cruda; Agua superficial; Agua subterránea; Agua de mar; Agua dulce; Ríos; Contaminantes; Efluentes industriales; Líquidos residuales; Colombia; Aguas residuales; Aguas servidas; Agua de lluvia; Alcantarillas; Mediciones; Tratamiento de aguas; Demanda bioquímica de oxígeno; Demanda química de oxígeno; Oxidos; Sólidos; Grasas; Aceites; Nitrógeno; Fósforo; PH; Alcalinidad; Sustancias tóxicas; Pesticidas; Metales pesados; Compuestos orgánicos";""
"Marco legal e institucional para la gestión de la calidad del agua en Argentina";"Castillo de Laborde, Lilian";"Centro del Tercer Mundo para el Manejo del Agua,  A.C. (CTMMA)";"2005";"CTMMA";"";"628.1(82)/C352";"";"";"Agua; Calidad; Legislación ambiental; Gestión de la calidad; Protección; Control de la contaminación; Agua potable; Recursos hídricos; Ríos; Cuencas fluviales; Argentina; Río de la Plata; Río Limay; Río Colorado";""
"Hanbook for pulp and paper technologist";"Smook, G.A.";"";"1994";"Angus Wilde Publications Inc.";"";"CICELPA/676.01(02)/S666/2.ed.";"";"";"Industria del papel y la celulosa; Papel; Pastas celulósicas; Contaminación ambiental; Blanqueo; Calandrado; Digestores; Fibras celulósicas; Cocción; Desfibrado; Digestores; Secado; Evaluación económica; Energía; Pastas mecánicas; Pastas Kraft; Cartón; Cartón corrugado; Impresiones; Pastas al sulfito; Pastas químicas; Pulpado; Reciclaje; Contaminación del agua; Maderas";""
"Paper chemistry: an introduction";"Eklund, Dan; Lindström, Tom";"";"1991";"DT Paper Science";"";"CICELPA/676.014/P214";"";"";"Papel; Fibras celulósicas; Pastas celulósicas; Procesos químicos; Secado; Humedad; Química coloidal; Aluminio; Pigmentos; Microbiología; Composición química; Química; Agua";""
"Manual para técnicos de pulpa y papel";"Smook, G.A.";"";"1990";"TAPPI";"";"CICELPA/676(02)/S666e";"";"";"Pastas celulósicas; Papel; Pulpado; Contaminación del agua; Contaminación del aire; Historia; Pastas de madera; Maderas; Pastas mecánicas; Pastas al sulfito; Pastas químicas; Pastas Kraft; Cocción; Blanqueo; Evaluación económica; Reciclaje; Cartón; Cartón corrugado";""
"Handbook of pulp and paper technology";"Britt, Kenneth (ed.");"";"1970";"Van Nostrand Reinhold Company";"";"CICELPA/676.01/B862/2.ed.";"";"";"Industria del papel y la celulosa; Fibras celulósicas; Maderas; Química forestal; Lignina; Pulpado; Pastas celulósicas; Alcalinidad; Digestores; Pastas al sulfito; Pastas químicas; Pastas alcalinas; Blanqueo; Refinamiento; Calandrado; Estucado; Papel estucado; Cartón; Cartón corrugado; Agua; Dióxido de titanio; Carbonato de calcio";""
"Pulp and paper mill process instrumentation";"Evans, J.C.W. (ed.");"";"1969";"Lockwood Publishing";"";"CICELPA/676.01/E92";"";"";"Industria del papel y la celulosa; Superficies; Pulpado; Molienda; Pastas mecánicas; Digestores; Control computarizado; Pastas químicas; Blanqueo; Caustificación; Vapor; Generación de vapor; Máquinas; Estucado; Acabado de superficies; Agua; Contaminación del agua; Control automático";""
"Metodos de ensaios nas industrias de celulose e papel";"Halward, Alfred; Sanchez, Clayrton";"";"1975";"Brusco";"";"CICELPA/676.01/H175";"";"";"Industria del papel y la celulosa; Métodos de ensayo; Papel; Tratamiento de aguas; Control de PH; Calderas; Fibras; Fibras celulósicas; Pastas mecánicas; Pastas al sulfato; Pastas al sulfito; Pastas químicas; Ensayos químicos; Ensayos físicos; Blanqueo; Microscopía; Analisis microscópico; Reactivos químicos";""
"Environmental control";"Hynninen, Pertti";"";"1998";"Fapet";"";"CICELPA/676.01/P218/Ser.19";"";"";"Papel; Contaminación ambiental; Control de la contaminación; Contaminación del agua; Contaminación del aire; Tratamiento de efluentes; Desechos sólidos; Líquidos residuales; Aguas residuales; Efluentes industriales; Impactos ambientales";""
"Principles of wet end chemistry";"Scott, William E.";"";"1996";"TAPPI press";"";"CICELPA/676.024.74/S431";"";"";"Superficies; Química de superficies; Fibras celulósicas; Agua; Coloides; Acabado de superficies; Resistencia de materiales; Humedad; Aluminio; Papel encolado; Control de procesos; Coloides";""
"Los controles en la fabricación del papel";"Rodríguez Jiménez, Juan";"";"1970";"Blume";"";"CICELPA/676/R696";"";"";"Industria del papel y la celulosa; Procesos industriales; Fabricación; Control de procesos; Papel; Tratamiento de aguas; Agua industrial; Calderas; Aguas residuales; Microbiología; Refinamiento; Papel encolado; Color; Ensayos";""
"Paper recycling challenge: volume III, process technology";"Doshi, Mahendra R.; Dyer, Jeffrey, M. (ed.");"";"1998";"Doshi & associates";"";"CICELPA/676.038/D722";"";"";"Reciclaje; Papel; Fibras celulósicas; Destintado; Química; Flotación; Fibras secundarias; Blanqueo; Agua; Molinos; Incertidumbre; Pastas celulósicas; Análisis estadístico; Estadística";""
"Fibre-water interactions in paper-making, vol.1";"";"The British Paper and Board Industry Federation";"1978";"The British Paper and Board Industry Federation";"";"CICELPA/676.017/F443/1";"";"";"Fibras celulósicas; Electrocinética; Dispersiones acuosas; Secado; Agua; Reciclaje; Pastas celulósicas; Celulosa";""
"Fibre-water interactions in paper-making, vol.2";"";"The British Paper and Board Industry Federation";"1978";"The British Paper and Board Industry Federation";"";"CICELPA/676.017/F443/2";"";"";"Fibras celulósicas; Electrocinética; Dispersiones acuosas; Secado; Agua; Reciclaje; Pastas celulósicas; Celulosa";""
"Trabajos técnicos";"";"";"1985";"ATIPCA";"Asociacion de Técnicos de la Industria Papelera y Celulósica Argentina (ATIPCA), Buenos Aires, AR. Congreso técnico sobre celulosa y papel, 21. AR. 1985";"CICELPA/676/C749/1985/1";"";"";"Cartón corrugado; Agua; Humedad; Envases";""
"Trabajos técnicos";"";"";"1985";"ATIPCA";"Asociacion de Técnicos de la Industria Papelera y Celulósica Argentina (ATIPCA), Buenos Aires, AR. Congreso técnico sobre celulosa y papel, 21. AR. 1985";"CICELPA/676/C749/1985/2";"";"";"Cartón corrugado; Agua; Humedad; Envases";""
"Piping engineering";"";"Tube Turns Division of Chemetron Corporation";"1969";"Tube Turns Division of Chemetron Corporation";"";"621.774/T884";"";"";"Tuberías; Tubos; Normas; Especificaciones; Empalmes; Materiales; Aceros; Aleaciones de acero; Níquel; Aleaciones de níquel; Aluminio; Aleaciones de aluminio; Cobre; Aleaciones de cobre; Diseño; Presión; Calderas; Aceros al carbono; Refinería; Aceros inoxidables; Gases; Distribución; Refrigeración; Tensiones; Calefacción; Temperatura; Acoplamientos; Fluidos; Agua; Vapor; Gases comprimidos; Velocidad; Mezclas; Líquidos; Expansión; Flexibilidad; Layout; Dimensiones; Ensayos de fatiga; Seguridad; Fallas";""
"Soil mechanics, foundations, and earth structures; an introduction to the thory and practice of design and construction";"Tschebotarioff, Gregory P.";"";"1952";"McGraw-Hill";"";"624.131/T877";"";"";"Mecánica del suelo; Fundaciones; Suelos; Terrenos; Subestructuras; Geología; Agricultura; Ingeniería civil; Rocas; Minerales; Deposición; Ensayos; Propiedades físicas de suelos; Partículas; Peso específico; Arenas; Lodos; Arcillas; Cribado; Sedimentación; Dureza; Minerales arcillosos; Capilaridad; Porosidad; Saturación; Densidad; Contracción; Permeabilidad; Agua subterránea; Movimientos de tierras; Osmosis; Hielo; Tensiones; Compresión; Deformación; Fricción; Cohesión; Ensayos de compresión; Corte; Erosión; Presión; Compactación; Estabilización; Impregnación; Clasificación; Estructuras; Excavaciones; Pilotes; Pozos; Cimentación; Túneles; Presas; Fallas; Estabilidad; Vibraciones; Cargas; Resonancia; Rutas; Caminos; Aeropuertos; Pavimentos; Superficies";""
"The corrosion handbook";"Uhlig, Herbert H. (ed.");"Electrochemical Society";"1948";"Wiley";"";"CIEPS/19 // 620.193/C8179c";"";"";"Corrosión; Oxidación; Pasivación; Líquidos; Corrosión atmosférica; Gases; Metales; No metales; Agentes corrosivos; Agua de mar; Suelos; Corrosión subterránea; Microorganismos; Corrosión microbiológica; Corrosión galvánica; Agua; Temperatura; Vapor; Calderas; Lubricantes; Resistencia a la corrosión; Protección contra la corrosión; Recubrimientos superficiales; Recubrimientos metálicos; Esmaltes; Pinturas; Barnices; Inhibidores de corrosión; Protección catódica; Ensayos de corrosión; Técnicas estadísticas";""
"Química general; una introducción a la química descriptiva y a la moderna teoría química";"Pauling, Linus";"";"1958";"Aguilar";"";"54/P284";"";"";"Química; Materia; Estructura molecular; Estructura atómica; Cobre; Atomos; Estructura cristalina; Gases; Presión; Vapor; Líquidos; Ebullición; Temperatura; Electrones; Electricidad; Elementos químicos; Reacciones químicas; Compuestos químicos; Partículas elementales; Hidrógeno; Isótopos; Acidos; Metales; Metales alcalinos; Halógenos; No metales; Oxígeno; Ozono; Azufre; Selenio; Telurio; Carbono; Silicio; Germanio; Boro; Magnesio; Calcio; Bario; Berilio; Aluminio; Dureza; Metales de transición; Fórmulas químicas; Métodos de determinación; Rayos X; Electrólisis; Electrodos; Oxidación; Métodos de reducción; Cromo; Manganeso; Gas ideal; Ecuaciones de estado; Agua; Composición química; Purificación del agua; Tratamiento de aguas; Destilación; Disolución; Soluciones ácidas; Soluciones acuosas; Solubilidad; Nitrógeno; Equilibrio químico; Bases-Química; Fósforo; Arsénico; Antimonio; Bismuto; Plata; Oro; Cinc; Cadmio; Mercurio; Hierro; Cobalto; Níquel; Platino; Química orgánica; Bioquímica";""
